tag	area_code	subtitle_location	drawing	level	project_site
C6131A-MS1	C6131A	BATCH TRANSPORT START +20.730 / +18.370	DE040732A	1.128470332	CINER GLASS BELGIUM
C6131A-Q1	C6131A	BATCH TRANSPORT START +20.730 / +18.370	DE040732A	1.128470332	CINER GLASS BELGIUM
C6131A-SS1	C6131A	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
C6151A-AS1	C6151A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6151A-AS2	C6151A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6151A-AS3	C6151A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6151A-AS4	C6151A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6151A-ESR1	C6151A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6151A-ESR2	C6151A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6151A-M1	C6151A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6161A-AS1	C6161A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
C6161A-AS2	C6161A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
C6161A-AS3	C6161A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
C6161A-AS4	C6161A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
C6161A-ESR1	C6161A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
C6161A-ESR2	C6161A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
C6161A-M1	C6161A	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
C6171A-AS1	C6171A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
C6171A-AS2	C6171A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
C6171A-ESR1	C6171A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
C6171A-ESR2	C6171A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
C6171A-M1	C6171A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
C6231A-AS1	C6231A	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
C6231A-AS1	C6231A	BATCH TRANSPORT START +20.730 / +18.370	DE040732A	1.128470332	CINER GLASS BELGIUM
C6231A-AS2	C6231A	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
C6231A-AS2	C6231A	BATCH TRANSPORT START +20.730 / +18.370	DE040732A	1.128470332	CINER GLASS BELGIUM
C6231A-ESR1	C6231A	BATCH TRANSPORT START	DE040732A	0	CINER GLASS BELGIUM
C6231A-ESR2	C6231A	BATCH TRANSPORT START	DE040732A	0	CINER GLASS BELGIUM
C6231A-M1	C6231A	BATCH TRANSPORT START +20.730 / +18.370	DE040732A	1.128470332	CINER GLASS BELGIUM
C6231A-MS1	C6231A	BATCH TRANSPORT START +20.730 / +18.370	DE040732A	1.128470332	CINER GLASS BELGIUM
C6231A-Q1	C6231A	BATCH TRANSPORT START +20.730 / +18.370	DE040732A	1.128470332	CINER GLASS BELGIUM
C6231A-SS1	C6231A	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
C6251A-AS1	C6251A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6251A-AS2	C6251A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6251A-AS3	C6251A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6251A-ESR1	C6251A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6251A-ESR2	C6251A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6251A-M1	C6251A	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
C6271A-AS1	C6271A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
C6271A-AS2	C6271A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
C6271A-ESR1	C6271A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
C6271A-ESR2	C6271A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
C6271A-M1	C6271A	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
C9281A-AS1	C9281A	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
C9281A-AS2	C9281A	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
C9281A-BS1	C9281A	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
C9281A-D1	C9281A	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
C9281A-ESR2	C9281A	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
C9281A-M1	C9281A	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
C9281A-MS1	C9281A	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CC471A-AS1	471	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
CC471A-AS2	471	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
CC471A-B1	471	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
CC471A-BS1	471	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
CC471A-ESR1	471	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
CC471A-ESR2	471	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
CC471A-H1	471	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
CC471A-SS1	471	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
CG1178A-CB1	1178	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG1178A-XV1	1178	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG1178A-ZS1	1178	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG1178A-ZS2	1178	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG1844A-CB1	1844	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG1844A-XV1	1844	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG1844A-ZS1	1844	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG1844A-ZS2	1844	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG4477A-CB1	4477	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG4477A-XV1	4477	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG4477A-ZS1	4477	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG4477A-ZS2	4477	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG9324A-CB1	9324	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG9324A-XV1	9324	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG9324A-ZS1	9324	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CG9324A-ZS2	9324	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CT141A-AS1	141	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CT141A-AS2	141	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CT141A-BS1	141	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CT141A-ESR2	141	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
CT141A-M1	141	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DC17555-CV1	1755	BATCH HOUSE +22.760	DE040724A	22.76	CINER GLASS BELGIUM
DCC1776A-XV1	1776	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1776A-XV2	1776	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1777A-XV1	1777	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1777A-XV2	1777	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1836A-XV1	1836	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1836A-XV2	1836	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1843A-XV1	1843	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1843A-XV2	1843	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1876A-XV1	1876	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1876A-XV2	1876	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1882A-XV1	1882	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1882A-XV2	1882	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1884A-XV1	1884	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC1884A-XV2	1884	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC4475A-M1	4475	CULLET TOWER +18.800	DE040729A	18.8	CINER GLASS BELGIUM
DCC9312A-XV1	9312	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC9312A-XV2	9312	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC9323A-XV1	9323	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCC9323A-XV2	9323	CULLET TOWER +26.300	DE040730A	26.3	CNUD
DCU1311A-Q1	1311	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
DCU1331A-Q1	1331	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
DCU1552A-CU1	1552	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
DCU1552A-M1	1552	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
DCU1553A-CU1	1553	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
DCU1553A-M1	1553	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
DCU1562A-CU1	1562	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
DCU1562A-M1	1562	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
DCU1563A-CU1	1563	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
DCU1563A-M1	1563	CULLET TOWER -5.000	DE040727A	-5	CINER GLASS BELGIUM
DCU1692A-M1	1692	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
DCU1692A-XV1	1692	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
DCU1692A-XV2	1692	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
DCU7501-CU1	7501	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
DCU7501-M1	7501	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
DCU7501-Q1	7501	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
DCU7502-CU1	7502	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
DCU7502-M1	7502	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
DCU7502-Q1	7502	BATCH HOUSE -3.850	DE040718A	-3.85	CINER GLASS BELGIUM
DCU7503-M1	7503	BATCH HOUSE +0.000
DCU7504-CU1	7504	BATCH HOUSE +0.000
DCU7504-M1	7504	BATCH HOUSE +0.000
DCU7504-OT	7504	BATCH HOUSE +0.000
DCU7511-CU1	7511	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7511-M1	7511	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7511-XV1	7511	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7512-CU1	7512	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7512-M1	7512	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7512-XV1	7512	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7512-ZS1	7512	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7513-CU1	7513	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7513-M1	7513	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7513-XV1	7513	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7515-CU1	7515	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7515-M1	7515	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7515-XV1	7515	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7515-ZS1	7515	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7516-CU1	7516	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7516-M1	7516	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7516-XV1	7516	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7516-ZS1	7516	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7522-CU1	7522	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7522-M1	7522	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7522-XV1	7522	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7522-ZS1	7522	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7526-CU1	7526	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7526-M1	7526	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7526-XV1	7526	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7526-ZS1	7526	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DCU7527-CU1	7527	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DCU7527-M1	7527	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DCU7528A-G	7528	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DCU7529A-EU1	7529	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DCU7529A-M1	7529	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DCU7530A-EU1	7530	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DCU7530A-M1	7530	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DCU7531A-EU1	7531	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DCU7531A-M1	7531	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DCU7532A-CU1	7532	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DCU7532A-D1	7532	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DCU7532A-M1	7532	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DCU7532B-CU1	7532	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DCU7532B-D1	7532	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DCU7532B-M1	7532	BATCH HOUSE +8.190...+9.965	DE040721A	+8.190...+9.965	CINER GLASS BELGIUM
DCU7541A-CUT	7541	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
DCU7541A-M1	7541	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
DCU7541A-Q1	7541	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
DCU7544A-CUT	7544	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
DCU7544A-M1	7544	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
DCU7544A-Q1	7544	BATCH TRANSPORT START +0.000	DE040732A	0	CINER GLASS BELGIUM
DCU7551A-CU1	7551	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
DCU7551A-M1	7551	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
DCU7552A-CU1	7552	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
DCU7552A-M1	7552	BATCH TRANSPORT END +18.374	DE040733A	18.374	CINER GLASS BELGIUM
DCU7553A-CU1	7553	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
DCU7553A-M1	7553	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
DCU7554A-CU1	7554	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
DCU7554A-M1	7554	BATCH TRANSPORT END +13.680	DE040733A	13.68	CINER GLASS BELGIUM
DCU7555A-CU1	7555	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7555A-M1	7555	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7556A-CU1	7556	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7556A-M1	7556	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7557A-CU1	7557	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7557A-M1	7557	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7558A-CU1	7558	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7558A-M1	7558	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7561-CB1	7561	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7561-CU1	7561	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7561-D1	7561	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7561-M1	7561	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7562-CB1	7562	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7562-CU1	7562	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7562-D1	7562	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7562-M1	7562	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7563-CB1	7563	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7563-CU1	7563	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7563-M1	7563	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7564-CB1	7564	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7564-CU1	7564	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7564-D1	7564	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7564-M1	7564	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7565-D1	7565	BATCH HOUSE +17.460	DE040723A	17.46	CINER GLASS BELGIUM
DCU7568A-CU1	7568	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DCU7568A-D1	7568	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DCU7568A-M1	7568	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DCU7571A-CU1	7571	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DCU7571A-D1	7571	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DCU7571A-EU1	7571	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7571A-M1	7571	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DCU7571A-M1	7571	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7572A-D1	7572	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7572A-G1	7572	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7573A-D1	7573	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7573A-G1	7573	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7574A-EU1	7574	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7574A-M1	7574	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7575A-EU1	7575	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7575A-M1	7575	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7576A-EU1	7576	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7576A-M1	7576	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7577A-EU1	7577	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7577A-M1	7577	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7578A-EU1	7578	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7578A-M1	7578	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7579A-EU1	7579	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7579A-M1	7579	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7580A-D1	7580	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7580A-G1	7580	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7581A-CU1	7581	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7581A-EU1	7581	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7581A-M1	7581	CULLET TOWER +4.720	DE040729A	4.72	CINER GLASS BELGIUM
DCU7581A-M1	7581	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7582A-CU1	7582	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7582A-M1	7582	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7583A-CU1	7583	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7583A-M1	7583	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7584A-CU1	7584	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DCU7584A-M1	7584	BATCH TRANSPORT END +21.341	DE040733A	21.341	CINER GLASS BELGIUM
DE03823A-XV1	382	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
DE03823A-XV2	382	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
DE03823B-XV1	382	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
DE03823B-XV2	382	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
DE04328-XV1	432	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
DE04328-XV2	432	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
DE04348-XV1	434	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
DE04348-XV2	434	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
DE04367-XV1	436	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
DE04367-XV2	436	BATCH HOUSE +5.135	DE040720A	5.135	CINER GLASS BELGIUM
DG1135-XV1	1135	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DG1135-XV2	1135	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DG1135-ZS1	1135	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DG1135-ZS2	1135	BATCH HOUSE +32.460...+42.125	DE040725A	+32.460...+42.125	CINER GLASS BELGIUM
DG1731A-XV1	1731	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DG1731A-XV2	1731	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DG1731A-ZS1	1731	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DG1731A-ZS2	1731	CULLET TOWER +22.700	DE040730A	22.7	CNUD
DG1745A-XV1	1745	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DG1745A-XV2	1745	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DG1745A-ZS1	1745	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DG1745A-ZS2	1745	CULLET TOWER +0.000	DE040728A	0	CINER GLASS BELGIUM
DG1765A-XV1	1765	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1765A-XV2	1765	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1765A-ZS1	1765	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1765A-ZS2	1765	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1765A-ZS3	1765	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1796A-XV1	1796	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1796A-XV2	1796	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1796A-ZS1	1796	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
DG1796A-ZS2	1796	CULLET TOWER +26.300 / +29.000	DE040731A	0.906896552	CINER GLASS BELGIUM
